sessionID: 0
Game: GP2
gameID: P2
numPatches: 6
initialHerdSize: 10
numHH: 1
numYears: 1
numPhases: 2
hasChoosingShared?: true
hasChoosingPrivate?: false
hasForage?: false
maxPrivateSquares: 1
baseSquaresPerDay: 3
pS_base: 1
HpA_base: 1
dP_dHpA: 0.1
harvest_day: 60
dP_dfNeeds: 0.2
needsDays: 10
initialScore: 100
phaseLengthDays: 4
probDeathPoor: 0.6
probDeathOk: 0.2
probDeathGood: 0
grassR: 0.4
grassK: 200
grassE0: 5
showToggleButton: true
animalNeeds: 8
downThreshold: 0.6
upThreshold: 0.8
grassUndergroundFraction: 0.1
maxColorRain: 10
grass_1: 5
grass_2: 5
grass_3: 0
grass_4: 0
grass_5: 0
grass_6: 3
grass_7: 4
grass_8: 0
grass_9: 0
grass_10: 4
grass_11: 4
grass_12: 3
grass_13: 0
grass_14: 3
grass_15: 4
grass_16: 0
clim_1: 2
clim_2: 4
clim_3: 6
clim_4: 3
clim_5: 0
clim_6: 6
clim_7: 6
clim_8: 0
phase_1: P
phase_2: P
phase_3: P
phase_4: P
phase_5: P
phase_6: P
phase_7: P
phase_8: P

Choosing shared land at 11:20:34.955 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 4 at 11:27:50.769 AM 05-Nov-2021
Case 3.14 - Player 1 selecting patch 2 5 to move to at 11:27:52.638 AM 05-Nov-2021
Case 3.14 - Player 2 selecting patch 5 1 to move to at 11:27:52.771 AM 05-Nov-2021
Case 3.6 - Player 2 activating avatar at 11:27:54.932 AM 05-Nov-2021
Case 3.6 - Player 4 activating avatar at 11:27:55.172 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 1 at day 4 at 11:27:56.775 AM 05-Nov-2021
Case 3.6 - Player 1 activating avatar at 11:27:57.242 AM 05-Nov-2021
Case 3.11 - Player 4 cycling avatar schedule to 1 at day 3 at 11:27:57.513 AM 05-Nov-2021
Case 3.11 - Player 2 cycling avatar schedule to 2 at day 5 at 11:27:58.814 AM 05-Nov-2021
Case 3.11 - Player 4 cycling avatar schedule to 2 at day 4 at 11:27:58.918 AM 05-Nov-2021
Case 3.11 - Player 1 cycling avatar schedule to 1 at day 3 at 11:27:58.990 AM 05-Nov-2021
Case 3.11 - Player 1 cycling avatar schedule to 2 at day 4 at 11:28:00.817 AM 05-Nov-2021
Case 3.14 - Player 2 selecting patch 5 0 to move to at 11:28:01.983 AM 05-Nov-2021
Case 3.14 - Player 1 selecting patch 3 5 to move to at 11:28:04.985 AM 05-Nov-2021
Case 3.14 - Player 4 selecting patch 4 4 to move to at 11:28:07.573 AM 05-Nov-2021
Case 3.6 - Player 1 activating avatar at 11:28:14.733 AM 05-Nov-2021
